Title,link_url,institute,author,language,description,date,tags,ratings,votes
M220J: MongoDB for Java Developers (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m220j-mongodb-java-developers-mongodb undefined https://www.mooc-list.com/course/m220j-mongodb-java-developers-mongodb,MongoDB University,MongoDB,English,"Learn the essentials of Java application development with MongoDB. This course will teach you how to use MongoDB as the database for a Java application. You'll play the role of a back-end developer for a Java application, and your job is to implement the application's communication with MongoDB.",Mar 12th 2019,"Java,  MongoDB,  Databases,  Programming,  Developer,  NoSQL",Average: 6.1,(14 votes)
M220JS: MongoDB for Javascript Developers (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m220js-mongodb-javascript-developers-mongodb undefined https://www.mooc-list.com/course/m220js-mongodb-javascript-developers-mongodb,MongoDB University,MongoDB,English,"Learn the essentials of Node.js application development with MongoDB. This course will teach you how to use MongoDB as the database for a Node.js application. You'll play the role of a back-end developer for a Node.js application, and your job is to implement the application's communication with MongoDB.",Mar 12th 2019,"MongoDB,  Javascript,  Node.js,  MFlix",Average: 3.9,(16 votes)
M220P: MongoDB for Python Developers (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m220p-mongodb-python-developers-mongodb undefined https://www.mooc-list.com/course/m220p-mongodb-python-developers-mongodb,MongoDB University,MongoDB,English,Learn the essentials of Python application development with MongoDB. This course will teach you how to use MongoDB as the database for a Python application.,Mar 12th 2019,"MongoDB,  Python,  Python Programming,  Applications Development",,
M310: MongoDB Security (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m310-mongodb-security-mongodb undefined https://www.mooc-list.com/course/m310-mongodb-security-mongodb,MongoDB University,MongoDB,English,Learn how to use MongoDB's native and third-party integration security features and resources. This course will provide you with the knowledge to create secured deployments of MongoDB for production-ready environments.,Mar 12th 2019,"Security,  MongoDB Security,  MongoDB",Average: 5.6,(9 votes)
Using Databases with Python (Coursera) More Info,https://www.mooc-list.com/course/using-databases-python-coursera https://www.mooc-list.com/course/using-databases-python-coursera,University of Michigan,Coursera,English,"This course will introduce students to the basics of the Structured Query Language (SQL) as well as basic database design for storing data as part of a multi-step data gathering, analysis, and processing effort.  The course will use SQLite3 as its database.  We will also build web crawlers and multi-step data gathering and visualization processes.  We will use the D3.js library to do basic data visualization.",Feb 25th 2019,"Python
,  Databases
,  SQL
,  Programming
,  Data Models
,  Visualisation
,  Object-Oriented Programming",Average: 5.6,(28 votes)
Advanced Data Structures in Java (Coursera) More Info,https://www.mooc-list.com/course/advanced-data-structures-java-coursera https://www.mooc-list.com/course/advanced-data-structures-java-coursera,"University of California, San Diego",Coursera,English,"How does Google Maps plan the best route for getting around town given current traffic conditions? How does an internet router forward packets of network traffic to minimize delay? How does an aid group allocate resources to its affiliated local partners? To solve such problems, we first represent the key pieces of data in a complex data structure. In this course, you’ll learn about data structures, like graphs, that are fundamental for working with structured real world data.",Feb 25th 2019,"Data Structures
,  Java
,  Java Programming
,  Programming
,  Object-Oriented Design
,  Object-Oriented
,  Graphs
,  Algorithms",Average: 6.7,(20 votes)
Code Yourself! An Introduction to Programming (Coursera) More Info,https://www.mooc-list.com/course/code-yourself-introduction-programming-coursera https://www.mooc-list.com/course/code-yourself-introduction-programming-coursera,"Universidad ORT Uruguay,  University of Edinburgh",Coursera,English,"Have you ever wished you knew how to program, but had no idea where to start from? This course will teach you how to program in Scratch, an easy to use visual programming language. More importantly, it will introduce you to the fundamental principles of computing and it will help you think like a software engineer.",Feb 25th 2019,"Programming
,  Scratch
,  Coding",Average: 5.5,(15 votes)
Search Engine Optimization Fundamentals (Coursera) More Info,https://www.mooc-list.com/course/search-engine-optimization-fundamentals-coursera https://www.mooc-list.com/course/search-engine-optimization-fundamentals-coursera,"University of California, Davis",Coursera,English,"Gain an understanding of search engine algorithms and how they affect organic search results and websites. Building on this knowledge, you’ll learn the key elements for creating an effective SEO strategy, including how to select keywords and perform keyword research; consumer psychology and search behavior; and how to conduct on-page SEO analysis to identify opportunities to improve a website’s search optimization.",Feb 25th 2019,"Search Engine Optimisation
,  Search Engine
,  SEO",Average: 6.4,(5 votes)
Pre-Calculus: Functions (Coursera) More Info,https://www.mooc-list.com/course/pre-calculus-functions-coursera https://www.mooc-list.com/course/pre-calculus-functions-coursera,"University of California, Irvine",Coursera,English,"This course covers mathematical topics in college algebra, with an emphasis on functions. The course is designed to help prepare students to enroll for a first semester course in single variable calculus.",Feb 25th 2019,"Math
,  Pre-Calculus
,  Functions
,  Mathematics
,  College Algebra
,  Algebra
,  Linear Equations
,  Inequalities
,  Quadratic Equations
,  Rational Equations
,  Radical Equations
,  Quadratic Functions
,  Inverse Functions
,  Polynomials
,  Exponential Functions
,  Logarithmic Functions",Average: 5.3,(12 votes)
Creative Writing: The Craft of Style (Coursera) More Info,https://www.mooc-list.com/course/creative-writing-craft-style-coursera https://www.mooc-list.com/course/creative-writing-craft-style-coursera,Wesleyan University,Coursera,English,"Your style is as unique and distinctive as your face, your voice, except that you can choose it, you can can work on it, enhance it. In this course we will introduce aspiring writers to the art of putting pressure on written language. We will study the use of metaphor and imagery, and demonstrate how clarity, grace, and inventiveness in word choice are imperative to a story’s success. Writers will emerge with the revision skills essential to all writers of good stories and good prose.",Feb 25th 2019,"Creative Writing
,  Writing
,  Creative
,  Craft
,  Style
,  Writer",Average: 3.7,(53 votes)
Creative Writing: The Craft of Setting and Description (Coursera) More Info,https://www.mooc-list.com/course/creative-writing-craft-setting-and-description-coursera https://www.mooc-list.com/course/creative-writing-craft-setting-and-description-coursera,Wesleyan University,Coursera,English,"In this course aspiring writers will be introduced to the techniques that masters of fiction use to ground a story in a concrete world.  From the most realist settings to the most fantastical, writers will learn how to describe the physical world in sharp, sensory detail.  We will also learn how to build credibility through research, and to use creative meditation exercises to deepen our own understanding of our story worlds, so that our readers can see all that we imagine.",Feb 25th 2019,"Creative Writing
,  Writing
,  Creative
,  Craft
,  Writer
,  Description",Average: 5.6,(27 votes)
Creative Writing: The Craft of Plot (Coursera) More Info,https://www.mooc-list.com/course/creative-writing-craft-plot-coursera https://www.mooc-list.com/course/creative-writing-craft-plot-coursera,Wesleyan University,Coursera,English,"In this course aspiring writers will be introduced to perhaps the most elemental and often the most challenging element of story: plot.  We will learn what keeps it moving, how it manipulates our feelings, expectations, and desires.  We will examine the choices storytellers make to snag our imaginations, drag them into a fictional world, and keep them there. We will learn how to outline and structure a plot, discuss narrative arc, pacing and reversals and reveal the inevitable surprise: connecting the beginning, middle and end.",Feb 25th 2019,"Creative Writing
,  Writing
,  Creative
,  Craft
,  Plot
,  Writer
,  Scene",Average: 5.9,(22 votes)
